bank_account_key,tdate,description,amount,classification,period_status,transaction_group,transaction_type,vendor,customer,comments,vendor_no_w9,customer_no_w9
108Pagoda,2021-10-04,VENMO CASHOUT 211003 1016054027659 PAGODA AND MEADOW VIEW,1745,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,RENT,108Pagoda,Tenant
108Pagoda,2021-10-06,ONLINE TRANSFER REF #IB0CKNXPWQ TO BUSINESS CARD PAGODA INSURANCE AMMOD 0921,-1209,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,108Pagoda,Insurance,Insurance,108Pagoda
108Pagoda,2021-10-29,ZELLE TO PLUMBER ORACIO ON 10/29 REF #RP0CQW7QZS 108 PAGODA ANNA PLUMBING,-525,clean,closed,A01-Income,Exp-Repair,W9-ORACIO,108Pagoda,ORACIO,W9-ORACIO,108Pagoda
108Pagoda,2021-11-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0CRF3P4D TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,TRULO,W9-TRULO,108Pagoda
108Pagoda,2021-11-01,RoundPoint MT S ROUNDPOINT 211029 3000420988 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,MORTGAGE,Lender,108Pagoda
108Pagoda,2021-11-02,VENMO CASHOUT 211102 1016589209643 PAGODA AND MEADOW VIEW,1800,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,RENT,108Pagoda,Tenant
108Pagoda,2021-12-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0CZ7ZC9T TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,,W9-TRULO,108Pagoda
108Pagoda,2021-12-01,RoundPoint MT S ROUNDPOINT 211130 3000420988 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,,Lender,108Pagoda
108Pagoda,2021-12-03,VENMO CASHOUT 211203 1017173315011 PAGODA AND MEADOW VIEW,1745,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,RENT,108Pagoda,Tenant
108Pagoda,2021-12-16,"WF Bus Credit AUTO PAY 211216 90225389044697 GUPTA,NEERAJ",-2961.03,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,ASK NEERAJ TO BALANCE AUTOPAY,108PagodaAutoPay,12162021Key
108Pagoda,2021-12-21,CHECK # 1058,-4391.66,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,108Pagoda,Taxes,County,108Pagoda
108Pagoda,2021-12-27,ONLINE TRANSFER FROM GUPTA N REF #IB0D79H2LR CHECKING PAG CC PMT 1216,2961.03,clean,closed,A01-Income,Exp-Repair,108Pagoda,GeneralCustomer,BALANCING ENTRIES,108PagodaAutoPay,12162021Key
108Pagoda,2021-12-31,ZELLE TO PROPERTY MANAGEMENT TRULO ON 12/31 REF #RP0D8D2ZVD PAG MAKEREADY LISTING AND LEASING,-800,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,,W9-TRULO,108Pagoda
108Pagoda,2021-12-31,ONLINE TRANSFER TO GUPTA P REF #IB0D8FC94J SAVINGS OWNERS DRAW 108 PAGODA,-4000,clean,closed,D01-Owner,Owner-Draw,Partnership,108Pagoda,108Pagoda Owners Draw,Partnership,108Pagoda
108Pagoda,2022-01-03,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0D8J7QWG TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,,W9-TRULO,108Pagoda
108Pagoda,2022-01-03,ROUNDPOINT MTG PAYMENTS 010122 3000420988 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,,Lender,108Pagoda
108Pagoda,2022-01-04,VENMO CASHOUT 220104 1017775047367 PAGODA AND MEADOW VIEW,1745,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,,108Pagoda,Tenant
108Pagoda,2022-01-06,"Willow Creek Own Payments 220106 00152-8824 GUPTA, NEERAJ",-218,clean,closed,A01-Income,Exp-HOA,GeneralVendor,108Pagoda,,HOA,108Pagoda
108Pagoda,2022-02-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0DH85B49 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,,W9-TRULO,108Pagoda
108Pagoda,2022-02-01,ROUNDPOINT MTG PAYMENTS 020122 3000420988 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,,Lender,108Pagoda
108Pagoda,2022-02-02,VENMO CASHOUT 220202 1018282726583 PAGODA AND MEADOW VIEW,1750,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,,108Pagoda,Tenant
108Pagoda,2022-02-16,"WF Bus Credit AUTO PAY 220216 90225389044697 GUPTA,NEERAJ",-1559,clean,closed,E01-Transfer,Balancing-Transaction,GeneralVendor,108Pagoda,AUTOPAY,108PagodaBalancing,02162022Key
108Pagoda,2022-02-22,ONLINE TRANSFER FROM GUPTA N REF #IB0DN9VH4H CHECKING WF PAG CC AUTOPAY 0216,1559,clean,closed,E01-Transfer,Balancing-Transaction,108Pagoda,GeneralCustomer,AUTOPAY,108PagodaBalancing,02162022Key
108Pagoda,2022-03-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0DPV5NCF TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-03-01,ROUNDPOINT MTG PAYMENTS 030122 3000420988 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-03-09,The Kp Group-a1l SIGONFILE 030922 1K7R71 Pagoda Homes LLC (108,1745,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2022-04-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0DY8TYMD TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-04-01,ROUNDPOINT MTG PAYMENTS 040122 3000420988 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-04-18,"WF Bus Credit AUTO PAY 220417 90225389044697 GUPTA,NEERAJ",-675.17,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,AUTOPAY,Autopay,04182022Key
108Pagoda,2022-05-02,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0F7PDCFJ TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-05-02,ROUNDPOINT MTG PAYMENTS 050122 3000420988 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-05-06,The Kp Group-a1l SIGONFILE 050622 9CDY91 Pagoda Homes LLC (108,3390,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2022-05-16,"WF Bus Credit AUTO PAY 220516 90225389044697 GUPTA,NEERAJ",-65.94,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,AUTOPAY,Autopay,108Pagoda
108Pagoda,2022-06-01,ZELLE TO HOLGEN ROBERT ON 06/01 REF #PP0QGZFPWM INVOICE 22 1205 108 PAGODA ANNA FENCE REPA,-74.72,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,0,ChrisMacHolgen,108Pagoda
108Pagoda,2022-06-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0FH4KVMN TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-06-15,The Kp Group-a1l SIGONFILE 061522 DYRMC1 Pagoda Homes LLC (108,1745,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2022-06-16,"WF Bus Credit AUTO PAY 220616 90225389044697 GUPTA,NEERAJ",-63.31,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,0,Autopay,06162022Key
108Pagoda,2022-06-17,ONLINE TRANSFER REF #IB0FMD3DLY TO BUSINESS CARD RENTAL REG 108PAG PAID BY MV CC 0505,-103,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,108Pagoda,0,CityServices,108Pagoda
108Pagoda,2022-06-28,FREEDOM MTG PYMTS 062722 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-07-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0FQHRR56 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-07-01,FREEDOM MTG PYMTS 070122 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-07-18,"WF Bus Credit AUTO PAY 220717 90225389044697 GUPTA,NEERAJ",-1090.98,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,0,Autopay,108Pagoda
108Pagoda,2022-08-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0FZ4K97K TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-08-01,FREEDOM MTG PYMTS 080122 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-08-10,The Kp Group-a1l SIGONFILE 081022 DLQVF1 Pagoda Homes LLC (108,3595,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2022-08-16,"WF Bus Credit AUTO PAY 220816 90225389044697 GUPTA,NEERAJ",-244.06,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,0,Autopay,108Pagoda
108Pagoda,2022-09-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0G8SBSHP TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-09-01,FREEDOM MTG PYMTS 090122 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-09-12,ONLINE TRANSFER REF #IB0GCGD827 TO VISA SIGNATURE CARD RESOLUTE TAX INV 22P114898 PAGODA 0912,-27,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,108Pagoda,0,ResoluteTaxServices,108Pagoda
108Pagoda,2022-09-16,"WF Bus Credit AUTO PAY 220916 90225389044697 GUPTA,NEERAJ",-123.71,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,0,Autopay,108Pagoda
108Pagoda,2022-10-03,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0GJDYCWC TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-10-03,ONLINE TRANSFER TO GUPTA N REF #IB0GJTH9Z9 CHECKING 108 PAGODA RENTAL REG PAGCC APRILMAY,-108,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,108Pagoda,0,CityServices,108Pagoda
108Pagoda,2022-10-03,FREEDOM MTG PYMTS 100322 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-10-17,"WF Bus Credit AUTO PAY 221016 90225389044697 GUPTA,NEERAJ",-151.74,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,0,Autopay,108Pagoda
108Pagoda,2022-11-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0GS4X4YW TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-11-01,FREEDOM MTG PYMTS 110122 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-11-02,The Kp Group-a1l SIGONFILE 110222 QMTFK1 Pagoda Homes LLC (108,3700,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2022-11-16,"WF Bus Credit AUTO PAY 221116 90225389044697 GUPTA,NEERAJ",-3039.06,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,0,108PagodaAutoPay,11162022Key
108Pagoda,2022-11-25,ONLINE TRANSFER FROM GUPTA N REF #IB0GZ4VHN2 CHECKING WF PAGCC AUTOPAY 1116,3039.06,clean,closed,A01-Income,Exp-Repair,108Pagoda,GeneralCustomer,0,108PagodaAutoPay,11162022Key
108Pagoda,2022-11-25,ONLINE TRANSFER FROM GUPTA N REF #IB0GZ4RMJH CHECKING WF PAGCC AUTOPAY 0718,1090.98,clean,closed,A01-Income,Exp-Repair,108Pagoda,GeneralCustomer,0,Autopay,108Pagoda
108Pagoda,2022-11-25,ONLINE TRANSFER FROM GUPTA N REF #IB0GZ4MST8 CHECKING WFPAG CC AUTOPAY 0418,675.17,clean,closed,A01-Income,Exp-Repair,108Pagoda,GeneralCustomer,0,Autopay,04182022Key
108Pagoda,2022-11-25,ONLINE TRANSFER FROM GUPTA N REF #IB0GZ4SKCW CHECKING WF PAGCC AUTOPAY 0816,244.06,clean,closed,A01-Income,Exp-Repair,108Pagoda,GeneralCustomer,0,108Pagoda,Autopay
108Pagoda,2022-11-25,ONLINE TRANSFER FROM GUPTA N REF #IB0GZ4V3ZJ CHECKING WF PAGCC AUTOPAY 1016,151.74,clean,closed,A01-Income,Exp-Repair,108Pagoda,GeneralCustomer,0,108Pagoda,Autopay
108Pagoda,2022-11-25,ONLINE TRANSFER FROM GUPTA N REF #IB0GZ4TS58 CHECKING WF PAGCC AUTOPAY 0916,123.71,clean,closed,A01-Income,Exp-Repair,108Pagoda,GeneralCustomer,0,108Pagoda,Autopay
108Pagoda,2022-11-25,ONLINE TRANSFER FROM GUPTA N REF #IB0GZ4Q3TY CHECKING WF PAGCC AUTOPAY 0516,65.94,clean,closed,A01-Income,Exp-Repair,108Pagoda,GeneralCustomer,0,108Pagoda,Autopay
108Pagoda,2022-11-25,ONLINE TRANSFER FROM GUPTA N REF #IB0GZ4QJ5V CHECKING WF PAGCC AUTOPAY 0616,63.31,clean,closed,A01-Income,Exp-Repair,108Pagoda,GeneralCustomer,0,Autopay,06162022Key
108Pagoda,2022-11-25,ONLINE TRANSFER TO GUPTA N REF #IB0GZ4W67J CHECKING PAGODA INSURANCE AMMOD WFPAGCC SEPOCT 1014,-1358,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,108Pagoda,0,Insurance,108Pagoda
108Pagoda,2022-12-01,The Kp Group-a1l SIGONFILE 120122 463PL1 Pagoda Homes LLC (108,1850,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2022-12-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0H2P999T TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2022-12-01,FREEDOM MTG PYMTS 120122 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2022-12-14,"COLLIN COUNTY, T PAYMENT 221213 100257058094 COLLIN COUNTY, TX PROP",-5741.25,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,108Pagoda,0,County,108Pagoda
108Pagoda,2022-12-15,CHECK # 1059,-218,clean,closed,A01-Income,Exp-HOA,GeneralVendor,108Pagoda,0,HOA,108Pagoda
108Pagoda,2022-12-30,ONLINE TRANSFER FROM GUPTA N REF #IB0HB6J7BC EVERYDAY CHECKING APPFOLIO OWNER PAYOUT PAGODA DEC,1550,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,Rent,108Pagoda,Tenant
108Pagoda,2022-12-30,ONLINE TRANSFER TO GUPTA P REF #IB0HBD4SCF SAVINGS OWNERS DRAW 2022 PAGODA,-6000,clean,closed,D01-Owner,Owner-Draw,Partnership,108Pagoda,Owners Draw,Partnership,108Pagoda
108Pagoda,2023-01-03,JPMorgan Chase ACCTVERIFY 230103 16160068077 Auth,0.24,clean,closed,A01-Income,Exp-ProfessionalServices,108Pagoda,GeneralCustomer,0,108Pagoda,TrialDeposit
108Pagoda,2023-01-03,JPMorgan Chase ACCTVERIFY 230103 16160068082 Auth,0.06,clean,closed,A01-Income,Exp-ProfessionalServices,108Pagoda,GeneralCustomer,0,108Pagoda,TrialDeposit
108Pagoda,2023-01-03,BUSINESS TO BUSINESS ACH JPMorgan Chase ACCTVERIFY 230103 16160068083 Auth,-0.3,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,108Pagoda,0,TrialDeposit,108Pagoda
108Pagoda,2023-01-03,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0HBQ7V2S TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-01-03,FREEDOM MTG PYMTS 010223 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-01-11,"Willow Creek Own Payments 230111 00152-8824 GUPTA, NEERAJ",-218,clean,closed,A01-Income,Exp-HOA,GeneralVendor,108Pagoda,0,HOA,108Pagoda
108Pagoda,2023-02-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0HLCN2Y3 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-02-01,FREEDOM MTG PYMTS 020123 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-02-02,Instant Pmt from ONEPLUS REALTY GROUP LLC on 02/02 Ref#20230202021000021P1BRJPM00510030417,3613.25,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2023-02-02,OVERDRAFT FEE FOR A TRANSACTION POSTED ON 02/01 $726.97 FREEDOM MTG PYMTS 020123 0129201927 NEERAJ GUPTA,-35,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,108Pagoda,0,Bank,108Pagoda
108Pagoda,2023-02-21,CHECK # 1060,-300,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,108Pagoda,0,CityServices,108Pagoda
108Pagoda,2023-03-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0HTR6V9F TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-03-01,FREEDOM MTG PYMTS 030123 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-03-14,The Kp Group-a1l SIGONFILE 031423 VHMJR1 Pagoda Homes LLC (108,1850,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2023-04-03,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0J56P3DH TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-04-03,FREEDOM MTG PYMTS 040323 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-04-12,The Kp Group-a1l SIGONFILE 041223 RZ6WS1 Pagoda Homes LLC (108,1850,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2023-05-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0JF9FW78 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-05-01,FREEDOM MTG PYMTS 050123 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-05-16,The Kp Group-a1l SIGONFILE 051623 W6NKV1 Pagoda Homes LLC (108,1850,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2023-06-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0JPQNM22 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-06-01,FREEDOM MTG PYMTS 060123 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-06-12,OnePlus Realty G SIGONFILE 061223 FM4NW1 Pagoda Homes LLC (108,1850,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2023-06-16,"WF Bus Credit AUTO PAY 230616 90225389044697 GUPTA,NEERAJ",-55.56,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,0,Autopay,108Pagoda
108Pagoda,2023-07-03,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0JZ4TRCN TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-07-03,FREEDOM MTG PYMTS 070323 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-08-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0K9MLYX4 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-08-01,FREEDOM MTG PYMTS 080123 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-08-11,OnePlus Realty G SIGONFILE 081123 MG0102 Pagoda Homes LLC (108,3700,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2023-08-16,"WF Bus Credit AUTO PAY 230816 90225389044697 GUPTA,NEERAJ",-132.73,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,0,Autopay,108Pagoda
108Pagoda,2023-09-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0KL6KVH5 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-09-01,FREEDOM MTG PYMTS 090123 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-09-14,OnePlus Realty G SIGONFILE 091423 99LR12 Pagoda Homes LLC (108,1725,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2023-10-02,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0KVVBXMV TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-10-02,FREEDOM MTG PYMTS 100223 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-10-10,OnePlus Realty G SIGONFILE 101023 NMPW22 Pagoda Homes LLC (108,1925,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2023-11-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0L6PZ26C TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-11-01,FREEDOM MTG PYMTS 110123 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
